participant_id,condition,month,round,followed,decision_type,available_snapshot,invested,cas,chatbot_change,newspost_change,direction
UCL4H0D91DM,llm-control,2,1,0,decline,1600.00,,,4.75,-6.48,follow
UCL4H0D91DM,llm-control,2,2,1,follow,1600.00,600.00,0.3750000000,13.00,2.77,follow
UCL4H0D91DM,llm-control,2,3,1,follow,1000.00,300.00,0.3000000000,4.90,1.00,follow
UCL4H0D91DM,llm-control,2,4,0,decline,700.00,,,2.29,-0.55,follow
UCL4H0D91DM,llm-control,3,1,0,decline,1700.00,,,12.00,-4.82,follow
UCL4H0D91DM,llm-control,3,2,0,decline,1700.00,,,-1.80,-4.08,unfollow
UCL4H0D91DM,llm-control,4,2,1,follow,2904.01,500.00,0.1721757156,5.00,-0.43,follow
UCL4H0D91DM,llm-control,4,3,1,unfollow,2404.01,311.87,,-4.90,-3.20,unfollow
UCL4H0D91DM,llm-control,4,4,1,follow,2715.88,700.00,0.2577433465,0.95,2.19,follow
UCL3254LKQG,llm-control,1,1,1,follow,1000.00,100.00,0.1000000000,1.80,-6.82,follow
UCL3254LKQG,llm-control,1,2,1,follow,500.00,200.00,0.4000000000,11.00,2.02,follow
UCL3254LKQG,llm-control,2,1,1,follow,1320.00,300.00,0.2272727273,13.00,-0.94,follow
UCL3254LKQG,llm-control,2,2,1,follow,1020.00,300.00,0.2941176471,4.75,1.75,follow
UCL3254LKQG,llm-control,2,4,1,follow,1001.44,300.00,0.2995686212,4.90,-9.27,follow
UCL3254LKQG,llm-control,3,1,1,follow,1721.44,600.00,0.3485454038,12.00,0.67,follow
UCL3254LKQG,llm-control,3,2,1,follow,1121.44,300.00,0.2675131973,9.50,0.43,follow
UCL3254LKQG,llm-control,4,1,1,unfollow,1745.19,311.87,,-4.90,-3.61,unfollow
UCL3254LKQG,llm-control,4,4,1,follow,2057.06,600.00,0.2916784148,5.00,2.44,follow
UCL3254LKQG,llm-control,5,1,1,follow,1023.19,500.00,0.4886677939,12.00,-10.87,follow
UCL3254LKQG,llm-control,5,3,1,unfollow,523.19,838.40,,-11.00,-2.46,unfollow
UCL3254LKQG,llm-control,5,4,1,unfollow,1361.59,798.94,,-11.00,-5.15,unfollow
UCL4WVABPXK,llm-control,1,1,1,follow,1000.00,1000.00,1.0000000000,11.00,3.07,follow
UCL4WVABPXK,llm-control,1,2,0,decline,0.00,,,3.00,11.70,follow
UCL4WVABPXK,llm-control,1,3,0,decline,0.00,,,1.30,3.30,follow
UCL4WVABPXK,llm-control,1,4,0,decline,0.00,,,1.80,-2.83,follow
UCL4WVABPXK,llm-control,2,1,1,follow,1000.00,800.00,0.8000000000,13.00,-0.44,follow
UCL4WVABPXK,llm-control,2,2,0,decline,200.00,,,4.75,5.35,follow
UCL4WVABPXK,llm-control,2,3,1,follow,200.00,200.00,1.0000000000,2.29,-3.20,follow
UCL4WVABPXK,llm-control,3,1,1,follow,3047.30,800.00,0.2625274833,9.50,-4.45,follow
UCL4WVABPXK,llm-control,3,2,1,follow,2247.30,800.00,0.3559827348,12.00,-8.07,follow
UCL4WVABPXK,llm-control,4,2,0,decline,2447.30,,,0.95,7.83,follow
UCL4WVABPXK,llm-control,4,3,0,decline,2447.30,,,-1.27,1.11,unfollow
UCL4WVABPXK,llm-control,4,4,1,follow,2447.30,800.00,0.3268908593,5.00,7.65,follow
UCL4WVABPXK,llm-control,5,1,1,unfollow,4338.50,797.16,,-11.00,1.32,unfollow
UCL6098GOLK,llm-control,1,1,0,decline,1000.00,,,1.30,-3.99,follow
UCL6098GOLK,llm-control,1,2,1,follow,700.00,100.00,0.1428571429,3.00,1.45,follow
UCL6098GOLK,llm-control,1,3,0,decline,600.00,,,1.80,-2.84,follow
UCL6098GOLK,llm-control,2,1,0,decline,1600.00,,,4.90,-9.91,follow
UCL6098GOLK,llm-control,2,2,1,follow,1600.00,200.00,0.1250000000,13.00,3.78,follow
UCL6098GOLK,llm-control,2,3,1,follow,1400.00,100.00,0.0714285714,4.75,-3.99,follow
UCL6098GOLK,llm-control,3,1,1,follow,2300.00,500.00,0.2173913043,9.50,2.54,follow
UCL6098GOLK,llm-control,5,1,1,unfollow,3102.18,384.57,,-11.00,6.89,unfollow
UCL6098GOLK,llm-control,5,3,1,unfollow,2486.75,192.79,,-1.20,1.21,unfollow
UCL3GNOX0FG,llm-reasoning,1,1,1,follow,1000.00,1000.00,1.0000000000,1.30,-8.85,follow
UCL3GNOX0FG,llm-reasoning,2,1,1,follow,1000.00,1000.00,1.0000000000,4.90,-7.07,follow
UCL3GNOX0FG,llm-reasoning,3,1,1,follow,1000.00,1000.00,1.0000000000,9.50,-2.21,follow
UCL3GNOX0FG,llm-reasoning,4,2,1,follow,1000.00,1000.00,1.0000000000,5.00,3.12,follow
UCL3GNOX0FG,llm-reasoning,4,3,1,unfollow,0.00,1039.56,,-4.90,-0.37,unfollow
UCL3GNOX0FG,llm-reasoning,4,4,1,follow,1039.56,1039.56,1.0000000000,0.95,0.92,follow
UCL3GNOX0FG,llm-reasoning,5,1,1,unfollow,1000.00,976.45,,-1.20,-1.90,unfollow
UCL3GNOX0FG,llm-reasoning,5,2,1,follow,1976.45,1976.45,1.0000000000,12.00,-2.93,follow
UCLNC2C00CG,llm-control,1,1,1,follow,1000.00,200.00,0.2000000000,3.00,-1.54,follow
UCLNC2C00CG,llm-control,1,2,0,decline,0.00,,,1.30,-2.09,follow
UCLNC2C00CG,llm-control,2,3,0,decline,1000.00,,,4.75,0.91,follow
UCLNC2C00CG,llm-control,3,1,0,decline,59.52,,,9.50,1.44,follow
UCLNC2C00CG,llm-control,4,1,0,decline,1059.52,,,-4.90,-7.68,unfollow
UCLDE02VDS2,llm-reasoning,1,1,1,follow,1000.00,200.00,0.2000000000,3.00,-4.25,follow
UCLDE02VDS2,llm-reasoning,1,2,1,follow,800.00,300.00,0.3750000000,11.00,-2.07,follow
UCLDE02VDS2,llm-reasoning,1,3,0,decline,500.00,,,1.30,9.98,follow
UCLDE02VDS2,llm-reasoning,2,1,0,decline,1500.00,,,4.90,-3.85,follow
UCLDE02VDS2,llm-reasoning,2,2,1,follow,1500.00,300.00,0.2000000000,2.29,-0.12,follow
UCLDE02VDS2,llm-reasoning,2,3,1,follow,1200.00,500.00,0.4166666667,4.75,-4.20,follow
UCLDE02VDS2,llm-reasoning,3,1,1,follow,1700.00,700.00,0.4117647059,12.00,-1.49,follow
UCLDE02VDS2,llm-reasoning,3,3,1,unfollow,1000.00,342.99,,-11.00,-1.96,unfollow
UCLDE02VDS2,llm-reasoning,3,4,1,follow,1342.99,250.00,0.1861517956,9.50,5.49,follow
UCLDE02VDS2,llm-reasoning,4,1,1,unfollow,2092.99,313.90,,-1.27,-2.09,unfollow
UCLDE02VDS2,llm-reasoning,5,1,1,unfollow,3406.89,744.80,,-11.00,-3.30,unfollow
UCLDE02VDS2,llm-reasoning,5,2,1,follow,4151.69,2000.00,0.4817315358,12.00,5.01,follow
UCLDE02VDS2,llm-reasoning,5,3,1,unfollow,2151.69,249.11,,-11.00,-4.68,unfollow
UCLOWSEFP4L,llm-reasoning,4,1,1,follow,1060.38,300.00,0.2829174447,5.00,2.01,follow
UCLOWSEFP4L,llm-reasoning,5,2,0,decline,1020.38,,,-11.00,2.02,unfollow
UCLUKB9CQI2,llm-reasoning,1,1,0,decline,1000.00,,,11.00,3.60,follow
UCLUKB9CQI2,llm-reasoning,1,2,1,follow,1000.00,120.00,0.1200000000,3.00,1.25,follow
UCLUKB9CQI2,llm-reasoning,2,1,1,follow,1880.00,500.00,0.2659574468,2.29,12.31,follow
UCLUKB9CQI2,llm-reasoning,2,2,1,follow,1380.00,1380.00,1.0000000000,13.00,7.80,follow
UCLUKB9CQI2,llm-reasoning,2,3,0,zero_optout,0.00,0.00,,4.75,-5.03,follow
UCLUKB9CQI2,llm-reasoning,3,1,1,follow,1000.00,1000.00,1.0000000000,9.50,-5.92,follow
UCLUKB9CQI2,llm-reasoning,3,3,0,zero_optout,0.00,0.00,,12.00,3.77,follow
UCLUKB9CQI2,llm-reasoning,4,1,1,unfollow,1000.00,523.16,,-1.27,3.72,unfollow
UCLUKB9CQI2,llm-reasoning,4,4,1,follow,1523.16,1523.00,0.9998949552,0.95,-1.56,follow
UCLUKB9CQI2,llm-reasoning,5,4,1,unfollow,1000.16,996.45,,-11.00,3.13,unfollow
UCL5N72OPCK,llm-reasoning,1,1,1,follow,1000.00,50.00,0.0500000000,1.80,4.52,follow
UCL5N72OPCK,llm-reasoning,1,2,1,follow,950.00,100.00,0.1052631579,3.00,0.62,follow
UCL5N72OPCK,llm-reasoning,1,3,1,follow,850.00,100.00,0.1176470588,11.00,2.73,follow
UCL5N72OPCK,llm-reasoning,2,1,0,decline,1750.00,,,2.29,-6.67,follow
UCL5N72OPCK,llm-reasoning,2,2,1,follow,1750.00,100.00,0.0571428571,4.90,5.36,follow
UCL5N72OPCK,llm-reasoning,2,3,1,follow,1650.00,500.00,0.3030303030,13.00,-1.98,follow
UCL5N72OPCK,llm-reasoning,3,1,1,unfollow,2150.00,114.33,,-11.00,4.73,unfollow
UCL5N72OPCK,llm-reasoning,3,2,1,follow,2264.33,1000.00,0.4416317410,12.00,-5.53,follow
UCL5N72OPCK,llm-reasoning,3,3,1,unfollow,1264.33,51.00,,-1.80,-3.32,unfollow
UCL5N72OPCK,llm-reasoning,4,2,0,decline,2315.33,,,0.95,0.19,follow
UCL5N72OPCK,llm-reasoning,5,2,1,unfollow,3315.33,1064.00,,-11.00,-3.14,unfollow
UCL0DHECO8C,llm-control,1,1,1,follow,1000.00,200.00,0.2000000000,11.00,2.34,follow
UCL0DHECO8C,llm-control,1,2,0,decline,800.00,,,3.00,-7.45,follow
UCL0DHECO8C,llm-control,1,3,1,follow,800.00,150.00,0.1875000000,1.80,3.34,follow
UCL0DHECO8C,llm-control,2,1,1,follow,1650.00,50.00,0.0303030303,13.00,-3.47,follow
UCL0DHECO8C,llm-control,2,2,0,decline,1600.00,,,2.29,-3.62,follow
UCL0DHECO8C,llm-control,2,3,1,follow,1600.00,100.00,0.0625000000,4.90,-1.10,follow
UCL0DHECO8C,llm-control,3,1,1,unfollow,2500.00,153.01,,-1.80,2.07,unfollow
UCL0DHECO8C,llm-control,3,2,1,unfollow,2653.01,228.66,,-11.00,3.36,unfollow
UCL0DHECO8C,llm-control,3,3,1,follow,2881.67,20.00,0.0069404200,9.50,-3.85,follow
UCL0DHECO8C,llm-control,4,2,0,decline,3861.67,,,0.95,-10.87,follow
UCL0DHECO8C,llm-control,4,3,1,follow,3861.67,20.00,0.0051791064,5.00,0.24,follow
UCL0DHECO8C,llm-control,4,4,1,unfollow,3841.67,103.96,,-4.90,-7.68,unfollow
UCL0DHECO8C,llm-control,5,2,0,decline,4945.63,,,-11.00,4.67,unfollow
UCLDHZ8L5KK,llm-reasoning,1,1,1,follow,1000.00,800.00,0.8000000000,1.30,10.66,follow
UCLDHZ8L5KK,llm-reasoning,1,2,1,follow,200.00,200.00,1.0000000000,11.00,7.95,follow
UCLDHZ8L5KK,llm-reasoning,1,3,1,follow,20.00,10.00,0.5000000000,3.00,4.05,follow
UCLDHZ8L5KK,llm-reasoning,1,4,0,decline,10.00,,,1.80,-7.13,follow
UCLDHZ8L5KK,llm-reasoning,2,1,1,follow,1010.00,200.00,0.1980198020,4.90,6.36,follow
UCLDHZ8L5KK,llm-reasoning,2,2,0,decline,810.00,,,2.29,-0.49,follow
UCLDHZ8L5KK,llm-reasoning,2,3,1,follow,810.00,500.00,0.6172839506,13.00,-0.61,follow
UCLDHZ8L5KK,llm-reasoning,2,4,0,decline,310.00,,,4.75,1.09,follow
UCLDHZ8L5KK,llm-reasoning,3,1,1,follow,1310.00,300.00,0.2290076336,9.50,-1.71,follow
UCLDHZ8L5KK,llm-reasoning,3,2,1,unfollow,1010.00,228.66,,-11.00,-8.72,unfollow
UCLDHZ8L5KK,llm-reasoning,3,3,1,follow,1238.66,800.00,0.6458592350,12.00,9.55,follow
UCLDHZ8L5KK,llm-reasoning,4,1,1,follow,1648.46,300.00,0.1819880373,0.95,-2.39,follow
UCLDHZ8L5KK,llm-reasoning,5,4,1,unfollow,1198.60,781.16,,-1.20,-5.67,unfollow
UCLQS91725T,llm-reasoning,1,1,0,zero_optout,1000.00,0.00,,11.00,0.97,follow
UCLQS91725T,llm-reasoning,1,2,0,decline,1020.00,,,1.30,1.20,follow
UCLQS91725T,llm-reasoning,1,3,0,decline,1020.00,,,3.00,0.27,follow
UCLQS91725T,llm-reasoning,3,1,0,decline,820.00,,,9.50,-0.77,follow
UCLQS91725T,llm-reasoning,4,1,1,unfollow,1040.00,207.91,,-4.90,10.41,unfollow
UCL3ABJV0L4,llm-control,1,1,0,decline,1000.00,,,1.80,8.21,follow
UCL3ABJV0L4,llm-control,4,2,0,decline,1140.00,,,-4.90,2.93,unfollow
UCL4XQH8LDO,llm-control,1,1,1,follow,1000.00,200.00,0.2000000000,1.30,4.36,follow
UCL4XQH8LDO,llm-control,1,2,0,zero_optout,700.00,0.00,,1.80,4.99,follow
UCL4XQH8LDO,llm-control,2,1,1,follow,1700.00,300.00,0.1764705882,13.00,-4.07,follow
UCL4XQH8LDO,llm-control,3,2,1,follow,2040.00,200.00,0.0980392157,12.00,0.71,follow
UCL4XQH8LDO,llm-control,3,4,1,follow,1840.00,300.00,0.1630434783,9.50,-1.64,follow
UCL4XQH8LDO,llm-control,5,3,1,unfollow,4004.50,389.94,,-11.00,-3.48,unfollow
UCLQKT3819R,llm-reasoning,1,1,1,follow,1000.00,10.00,0.0100000000,1.80,-7.90,follow
UCLQKT3819R,llm-reasoning,1,2,1,follow,990.00,500.00,0.5050505051,1.30,9.09,follow
UCLQKT3819R,llm-reasoning,1,3,1,follow,490.00,300.00,0.6122448980,11.00,2.12,follow
UCLQKT3819R,llm-reasoning,2,1,0,decline,1190.00,,,4.75,1.36,follow
UCLQKT3819R,llm-reasoning,2,2,0,decline,1190.00,,,2.29,-2.25,follow
UCLQKT3819R,llm-reasoning,2,3,0,decline,1190.00,,,4.90,12.46,follow
UCLQKT3819R,llm-reasoning,2,4,0,decline,1190.00,,,13.00,-1.39,follow
UCLQKT3819R,llm-reasoning,3,1,0,decline,2210.00,,,12.00,-1.20,follow
UCLQKT3819R,llm-reasoning,3,2,1,follow,2210.00,200.00,0.0904977376,9.50,3.28,follow
UCLQKT3819R,llm-reasoning,3,3,0,decline,2010.00,,,-11.00,-4.55,unfollow
UCLQKT3819R,llm-reasoning,3,4,0,decline,2010.00,,,-1.80,1.74,unfollow
UCLQKT3819R,llm-reasoning,4,1,0,decline,2935.26,,,0.95,-5.74,follow
UCLQKT3819R,llm-reasoning,4,3,0,decline,2935.26,,,5.00,-5.99,follow
UCLQKT3819R,llm-reasoning,5,1,0,decline,3524.28,,,-1.20,1.07,unfollow
UCLY5TYE7T0,llm-control,1,1,1,follow,450.00,150.00,0.3333333333,1.80,2.73,follow
UCLY5TYE7T0,llm-control,1,3,1,follow,320.00,200.00,0.6250000000,3.00,-13.00,follow
UCLY5TYE7T0,llm-control,1,4,1,follow,140.00,100.00,0.7142857143,1.30,-2.95,follow
UCLY5TYE7T0,llm-control,2,2,0,decline,380.00,,,13.00,-6.60,follow
UCLY5TYE7T0,llm-control,2,3,0,decline,380.00,,,2.29,-0.58,follow
UCLY5TYE7T0,llm-control,3,1,0,decline,1320.00,,,12.00,-11.75,follow
UCLY5TYE7T0,llm-control,3,2,1,follow,1320.00,100.00,0.0757575758,9.50,-4.21,follow
UCLY5TYE7T0,llm-control,3,3,1,unfollow,1420.00,153.01,,-1.80,4.39,unfollow
UCLY5TYE7T0,llm-control,3,4,1,unfollow,1573.01,634.66,,-11.00,6.17,unfollow
UCLY5TYE7T0,llm-control,4,3,1,unfollow,3493.12,103.96,,-4.90,-3.90,unfollow
UCLY5TYE7T0,llm-control,5,1,1,follow,3084.31,200.00,0.0648443250,12.00,-5.52,follow
UCL7YJM913F,llm-reasoning,1,1,1,follow,170.00,170.00,1.0000000000,3.00,1.76,follow
UCL7YJM913F,llm-reasoning,2,1,1,follow,1040.00,200.00,0.1923076923,4.90,-10.31,follow
UCL7YJM913F,llm-reasoning,2,2,0,decline,1008.02,,,2.29,-3.66,follow
UCL7YJM913F,llm-reasoning,3,2,1,unfollow,1518.02,548.99,,-11.00,4.80,unfollow
UCL7YJM913F,llm-reasoning,4,4,1,unfollow,2447.01,297.30,,-4.90,-2.05,unfollow
UCL7YJM913F,llm-reasoning,5,1,1,unfollow,3825.40,183.35,,-11.00,-1.90,unfollow
UCL7YJM913F,llm-reasoning,5,3,1,follow,4176.07,300.00,0.0718378763,12.00,2.55,follow
UCL74OBTXFB,llm-reasoning,1,1,1,follow,1000.00,20.00,0.0200000000,11.00,-8.08,follow
UCL74OBTXFB,llm-reasoning,1,2,0,decline,980.00,,,1.80,1.43,follow
UCL74OBTXFB,llm-reasoning,1,3,0,decline,980.00,,,3.00,0.26,follow
UCL74OBTXFB,llm-reasoning,1,4,0,decline,980.00,,,1.30,7.45,follow
UCL74OBTXFB,llm-reasoning,2,1,1,follow,1980.00,20.00,0.0101010101,13.00,-5.19,follow
UCL74OBTXFB,llm-reasoning,2,2,0,decline,1960.00,,,4.90,-5.06,follow
UCL74OBTXFB,llm-reasoning,2,3,0,decline,1960.00,,,2.29,0.19,follow
UCL74OBTXFB,llm-reasoning,2,4,1,follow,1960.00,15.00,0.0076530612,4.75,9.43,follow
UCL74OBTXFB,llm-reasoning,3,1,0,decline,2945.00,,,12.00,-2.58,follow
UCL74OBTXFB,llm-reasoning,3,2,0,decline,2945.00,,,9.50,6.95,follow
UCL74OBTXFB,llm-reasoning,3,3,1,unfollow,2945.00,22.87,,-11.00,-3.87,unfollow
UCL74OBTXFB,llm-reasoning,4,2,1,follow,3967.87,40.00,0.0100809754,5.00,11.56,follow
UCLK6ZL2YU1,llm-control,1,1,1,follow,1000.00,10.00,0.0100000000,11.00,5.52,follow
UCLK6ZL2YU1,llm-control,1,2,1,follow,990.00,100.00,0.1010101010,3.00,12.14,follow
UCLK6ZL2YU1,llm-control,1,3,1,follow,810.00,120.00,0.1481481481,1.30,13.00,follow
UCLK6ZL2YU1,llm-control,1,4,1,follow,690.00,50.00,0.0724637681,1.80,4.41,follow
UCLK6ZL2YU1,llm-control,2,2,1,follow,1390.00,10.00,0.0071942446,4.90,-2.27,follow
UCLK6ZL2YU1,llm-control,3,1,1,unfollow,1730.00,351.60,,-1.80,9.74,unfollow
UCLK6ZL2YU1,llm-control,3,2,0,decline,1031.60,,,-11.00,0.27,unfollow
UCLK6ZL2YU1,llm-control,3,3,1,follow,1051.60,10.00,0.0095093191,9.50,7.34,follow
UCLK6ZL2YU1,llm-control,4,2,1,unfollow,1691.60,208.60,,-4.90,0.74,unfollow
UCLK6ZL2YU1,llm-control,5,1,0,decline,3029.83,,,-11.00,-1.31,unfollow
UCLK6ZL2YU1,llm-control,5,3,0,decline,3812.52,,,12.00,-2.85,follow
UCL5G98R8JI,llm-reasoning,1,1,1,follow,1000.00,50.00,0.0500000000,1.80,-0.26,follow
UCL5G98R8JI,llm-reasoning,1,2,1,follow,950.00,556.00,0.5852631579,11.00,-6.03,follow
UCL5G98R8JI,llm-reasoning,1,3,1,follow,394.00,300.00,0.7614213198,1.30,2.16,follow
UCL5G98R8JI,llm-reasoning,2,1,1,follow,1094.00,500.00,0.4570383912,13.00,0.94,follow
UCL5G98R8JI,llm-reasoning,2,2,1,follow,594.00,500.00,0.8417508418,4.90,4.20,follow
UCL5G98R8JI,llm-reasoning,2,3,1,follow,94.00,90.00,0.9574468085,2.29,-1.76,follow
UCL5G98R8JI,llm-reasoning,3,1,1,unfollow,1004.00,51.00,,-1.80,-8.34,unfollow
UCL5G98R8JI,llm-reasoning,3,2,1,follow,1055.00,344.00,0.3260663507,9.50,4.93,follow
UCL5G98R8JI,llm-reasoning,3,3,1,follow,711.00,500.00,0.7032348805,12.00,2.83,follow
UCL5G98R8JI,llm-reasoning,4,1,1,unfollow,1211.00,94.17,,-1.27,-5.13,unfollow
UCL5G98R8JI,llm-reasoning,4,2,1,follow,1305.17,300.00,0.2298551147,0.95,-0.59,follow
UCL5G98R8JI,llm-reasoning,4,3,1,unfollow,1005.17,519.78,,-4.90,-10.40,unfollow
UCL5G98R8JI,llm-reasoning,5,2,1,unfollow,2524.95,532.00,,-11.00,-5.57,unfollow
UCL5G98R8JI,llm-reasoning,5,3,1,unfollow,3056.95,292.94,,-1.20,-3.01,unfollow
UCL5G98R8JI,llm-reasoning,5,4,1,unfollow,3349.89,342.78,,-11.00,2.56,unfollow
UCLGVXX8SZQ,llm-reasoning,1,1,1,follow,1000.00,200.00,0.2000000000,1.30,1.27,follow
UCLGVXX8SZQ,llm-reasoning,1,2,1,follow,800.00,100.00,0.1250000000,3.00,1.17,follow
UCLGVXX8SZQ,llm-reasoning,1,3,1,follow,700.00,600.00,0.8571428571,11.00,-4.25,follow
UCLGVXX8SZQ,llm-reasoning,1,4,0,decline,100.00,,,1.80,-7.16,follow
UCLGVXX8SZQ,llm-reasoning,2,1,1,follow,1100.00,200.00,0.1818181818,4.90,2.84,follow
UCLGVXX8SZQ,llm-reasoning,2,2,1,follow,900.00,200.00,0.2222222222,4.75,-9.90,follow
UCLGVXX8SZQ,llm-reasoning,2,3,1,follow,700.00,700.00,1.0000000000,13.00,-4.09,follow
UCLGVXX8SZQ,llm-reasoning,3,2,1,follow,1000.60,1000.00,0.9994003598,12.00,2.01,follow
UCLGVXX8SZQ,llm-reasoning,3,4,1,follow,210.10,100.00,0.4759638267,9.50,3.15,follow
UCLGVXX8SZQ,llm-reasoning,4,1,0,decline,1110.10,,,0.95,10.87,follow
UCLGVXX8SZQ,llm-reasoning,4,2,1,unfollow,1110.10,207.91,,-4.90,1.61,unfollow
UCLGVXX8SZQ,llm-reasoning,4,4,1,follow,1318.01,300.00,0.2276158754,5.00,-11.06,follow
UCLGVXX8SZQ,llm-reasoning,5,2,1,unfollow,1018.01,2064.00,,-11.00,3.21,unfollow
UCL8PEWAHAG,llm-control,4,1,1,unfollow,3212.50,255.72,,-1.27,6.41,unfollow
UCLSPQP3TAQ,llm-control,1,1,0,decline,1020.00,,,1.30,5.41,follow
UCLSPQP3TAQ,llm-control,1,2,1,follow,1020.00,320.00,0.3137254902,11.00,-4.78,follow
UCLSPQP3TAQ,llm-control,1,3,1,follow,700.00,100.00,0.1428571429,1.80,11.70,follow
UCLSPQP3TAQ,llm-control,2,1,1,follow,1600.00,330.00,0.2062500000,13.00,-9.56,follow
UCLSPQP3TAQ,llm-control,2,2,1,follow,1171.80,300.00,0.2560163850,2.29,-0.58,follow
UCLSPQP3TAQ,llm-control,2,3,1,follow,871.80,200.00,0.2294104152,4.75,6.35,follow
UCLSPQP3TAQ,llm-control,3,1,1,follow,1671.80,600.00,0.3588946046,12.00,7.62,follow
UCLSPQP3TAQ,llm-control,3,3,1,follow,1071.80,200.00,0.1866019780,9.50,-7.49,follow
UCLSPQP3TAQ,llm-control,4,1,1,unfollow,2237.66,207.91,,-4.90,-8.30,unfollow
UCLSPQP3TAQ,llm-control,4,2,1,follow,2445.57,400.00,0.1635610512,5.00,-4.18,follow
UCLSPQP3TAQ,llm-control,5,2,1,unfollow,2644.86,638.40,,-11.00,2.81,unfollow
UCLJ7ODFWR7,llm-reasoning,1,1,0,decline,1000.00,,,1.30,-1.47,follow
UCLJ7ODFWR7,llm-reasoning,1,2,1,follow,1000.00,500.00,0.5000000000,1.80,10.37,follow
UCLJ7ODFWR7,llm-reasoning,1,3,1,follow,500.00,200.00,0.4000000000,3.00,2.87,follow
UCLJ7ODFWR7,llm-reasoning,1,4,1,follow,300.00,100.00,0.3333333333,11.00,-9.01,follow
UCLJ7ODFWR7,llm-reasoning,2,2,0,decline,900.00,,,2.29,-4.02,follow
UCLJ7ODFWR7,llm-reasoning,2,3,1,follow,800.00,350.00,0.4375000000,13.00,-0.46,follow
UCLJ7ODFWR7,llm-reasoning,2,4,1,follow,450.00,250.00,0.5555555556,4.90,6.56,follow
UCLJ7ODFWR7,llm-reasoning,3,1,1,follow,1150.00,400.00,0.3478260870,12.00,-5.00,follow
UCLJ7ODFWR7,llm-reasoning,3,2,1,unfollow,750.00,160.02,,-1.80,-2.48,unfollow
UCLJ7ODFWR7,llm-reasoning,3,3,1,follow,910.02,150.00,0.1648315422,9.50,-4.53,follow
UCLJ7ODFWR7,llm-reasoning,3,4,1,unfollow,760.02,514.33,,-11.00,-1.30,unfollow
UCLJ7ODFWR7,llm-reasoning,4,1,1,unfollow,1974.35,259.89,,-4.90,13.00,unfollow
UCLJ7ODFWR7,llm-reasoning,4,3,1,unfollow,2234.24,300.00,,-1.27,-5.14,unfollow
UCLJ7ODFWR7,llm-reasoning,5,1,1,unfollow,3682.13,425.60,,-11.00,6.06,unfollow
UCLJ7ODFWR7,llm-reasoning,5,2,1,follow,4107.73,1000.00,0.2434434590,12.00,4.28,follow
UCLYFQMGG1H,llm-control,1,1,1,follow,1000.00,600.00,0.6000000000,1.30,9.87,follow
UCLYFQMGG1H,llm-control,1,2,1,follow,400.00,200.00,0.5000000000,1.80,4.14,follow
UCLYFQMGG1H,llm-control,1,3,1,follow,200.00,200.00,1.0000000000,3.00,13.00,follow
UCLYFQMGG1H,llm-control,2,1,0,decline,1000.00,,,4.75,0.76,follow
UCLYFQMGG1H,llm-control,2,2,0,decline,1000.00,,,2.29,-2.86,follow
UCLYFQMGG1H,llm-control,2,3,0,decline,1000.00,,,4.90,1.11,follow
UCLYFQMGG1H,llm-control,3,1,1,follow,2000.00,300.00,0.1500000000,12.00,3.55,follow
