participant_id,condition,month,round,followed,decision_type,available_snapshot,invested,cas,chatbot_change,newspost_change,direction
UCLDHZ8L5KK,llm-reasoning,2,1,1,follow,1010,200,0.198019802,4.9,6.36,follow
UCLDHZ8L5KK,llm-reasoning,2,2,0,decline,810,,,2.29,-0.49,follow
UCLDHZ8L5KK,llm-reasoning,2,3,1,follow,810,500,0.6172839506,13,-0.61,follow
UCLDHZ8L5KK,llm-reasoning,2,4,0,decline,310,,,4.75,1.09,follow
UCLDHZ8L5KK,llm-reasoning,3,1,1,follow,1310,300,0.2290076336,9.5,-1.71,follow
UCLDHZ8L5KK,llm-reasoning,3,2,1,unfollow,1010,228.66,,-11,-8.72,unfollow
UCLDHZ8L5KK,llm-reasoning,3,3,1,follow,1238.66,800,0.645859235,12,9.55,follow
UCLDHZ8L5KK,llm-reasoning,4,1,1,follow,1648.46,300,0.1819880373,0.95,-2.39,follow
UCLDHZ8L5KK,llm-reasoning,5,4,1,unfollow,1198.6,781.16,,-1.2,-5.67,unfollow
UCLQS91725T,llm-reasoning,1,1,0,zero_optout,1000,0,,11,0.97,follow
UCLQS91725T,llm-reasoning,1,2,0,decline,1020,,,1.3,1.2,follow
UCLQS91725T,llm-reasoning,1,3,0,decline,1020,,,3,0.27,follow
UCLQS91725T,llm-reasoning,3,1,0,decline,820,,,9.5,-0.77,follow
UCLQS91725T,llm-reasoning,4,1,1,unfollow,1040,207.91,,-4.9,10.41,unfollow
UCL3ABJV0L4,llm-control,1,1,0,decline,1000,,,1.8,8.21,follow
UCL3ABJV0L4,llm-control,4,2,0,decline,1140,,,-4.9,2.93,unfollow
UCL4XQH8LDO,llm-control,1,1,1,follow,1000,200,0.2,1.3,4.36,follow
UCL4XQH8LDO,llm-control,1,2,0,zero_optout,700,0,,1.8,4.99,follow
UCL4XQH8LDO,llm-control,2,1,1,follow,1700,300,0.1764705882,13,-4.07,follow
UCL4XQH8LDO,llm-control,3,2,1,follow,2040,200,0.0980392157,12,0.71,follow
UCL4XQH8LDO,llm-control,3,4,1,follow,1840,300,0.1630434783,9.5,-1.64,follow
UCL4XQH8LDO,llm-control,5,3,1,unfollow,4004.5,389.94,,-11,-3.48,unfollow
UCLQKT3819R,llm-reasoning,1,1,1,follow,1000,10,0.01,1.8,-7.9,follow
UCLQKT3819R,llm-reasoning,1,2,1,follow,990,500,0.5050505051,1.3,9.09,follow
UCLQKT3819R,llm-reasoning,1,3,1,follow,490,300,0.612244898,11,2.12,follow
UCLQKT3819R,llm-reasoning,2,1,0,decline,1190,,,4.75,1.36,follow
UCLQKT3819R,llm-reasoning,2,2,0,decline,1190,,,2.29,-2.25,follow
UCLQKT3819R,llm-reasoning,2,3,0,decline,1190,,,4.9,12.46,follow
UCLQKT3819R,llm-reasoning,2,4,0,decline,1190,,,13,-1.39,follow
UCLQKT3819R,llm-reasoning,3,1,0,decline,2210,,,12,-1.2,follow
UCLQKT3819R,llm-reasoning,3,2,1,follow,2210,200,0.0904977376,9.5,3.28,follow
UCLQKT3819R,llm-reasoning,3,3,0,decline,2010,,,-11,-4.55,unfollow
UCLQKT3819R,llm-reasoning,3,4,0,decline,2010,,,-1.8,1.74,unfollow
UCLQKT3819R,llm-reasoning,4,1,0,decline,2935.26,,,0.95,-5.74,follow
UCLQKT3819R,llm-reasoning,4,3,0,decline,2935.26,,,5,-5.99,follow
UCLQKT3819R,llm-reasoning,5,1,0,decline,3524.28,,,-1.2,1.07,unfollow
UCLY5TYE7T0,llm-control,1,1,1,follow,450,150,0.3333333333,1.8,2.73,follow
UCLY5TYE7T0,llm-control,1,3,1,follow,320,200,0.625,3,-13,follow
UCLY5TYE7T0,llm-control,1,4,1,follow,140,100,0.7142857143,1.3,-2.95,follow
UCLY5TYE7T0,llm-control,2,2,0,decline,380,,,13,-6.6,follow
UCLY5TYE7T0,llm-control,2,3,0,decline,380,,,2.29,-0.58,follow
UCLY5TYE7T0,llm-control,3,1,0,decline,1320,,,12,-11.75,follow
UCLY5TYE7T0,llm-control,3,2,1,follow,1320,100,0.0757575758,9.5,-4.21,follow
UCLY5TYE7T0,llm-control,3,3,1,unfollow,1420,153.01,,-1.8,4.39,unfollow
UCLY5TYE7T0,llm-control,3,4,1,unfollow,1573.01,634.66,,-11,6.17,unfollow
UCLY5TYE7T0,llm-control,4,3,1,unfollow,3493.12,103.96,,-4.9,-3.9,unfollow
UCLY5TYE7T0,llm-control,5,1,1,follow,3084.31,200,0.064844325,12,-5.52,follow
UCL7YJM913F,llm-reasoning,1,1,1,follow,170,170,1,3,1.76,follow
UCL7YJM913F,llm-reasoning,2,1,1,follow,1040,200,0.1923076923,4.9,-10.31,follow
UCL7YJM913F,llm-reasoning,2,2,0,decline,1008.02,,,2.29,-3.66,follow
UCL7YJM913F,llm-reasoning,3,2,1,unfollow,1518.02,548.99,,-11,4.8,unfollow
UCL7YJM913F,llm-reasoning,4,4,1,unfollow,2447.01,297.3,,-4.9,-2.05,unfollow
UCL7YJM913F,llm-reasoning,5,1,1,unfollow,3825.4,183.35,,-11,-1.9,unfollow
UCL7YJM913F,llm-reasoning,5,3,1,follow,4176.07,300,0.0718378763,12,2.55,follow
UCL74OBTXFB,llm-reasoning,1,1,1,follow,1000,20,0.02,11,-8.08,follow
UCL74OBTXFB,llm-reasoning,1,2,0,decline,980,,,1.8,1.43,follow
UCL74OBTXFB,llm-reasoning,1,3,0,decline,980,,,3,0.26,follow
UCL74OBTXFB,llm-reasoning,1,4,0,decline,980,,,1.3,7.45,follow
UCL74OBTXFB,llm-reasoning,2,1,1,follow,1980,20,0.0101010101,13,-5.19,follow
UCL74OBTXFB,llm-reasoning,2,2,0,decline,1960,,,4.9,-5.06,follow
UCL74OBTXFB,llm-reasoning,2,3,0,decline,1960,,,2.29,0.19,follow
UCL74OBTXFB,llm-reasoning,2,4,1,follow,1960,15,0.0076530612,4.75,9.43,follow
UCL74OBTXFB,llm-reasoning,3,1,0,decline,2945,,,12,-2.58,follow
UCL74OBTXFB,llm-reasoning,3,2,0,decline,2945,,,9.5,6.95,follow
UCL74OBTXFB,llm-reasoning,3,3,1,unfollow,2945,22.87,,-11,-3.87,unfollow
UCL74OBTXFB,llm-reasoning,4,2,1,follow,3967.87,40,0.0100809754,5,11.56,follow
UCLK6ZL2YU1,llm-control,1,1,1,follow,1000,10,0.01,11,5.52,follow
UCLK6ZL2YU1,llm-control,1,2,1,follow,990,100,0.101010101,3,12.14,follow
UCLK6ZL2YU1,llm-control,1,3,1,follow,810,120,0.1481481481,1.3,13,follow
UCLK6ZL2YU1,llm-control,1,4,1,follow,690,50,0.0724637681,1.8,4.41,follow
UCLK6ZL2YU1,llm-control,2,2,1,follow,1390,10,0.0071942446,4.9,-2.27,follow
UCLK6ZL2YU1,llm-control,3,1,1,unfollow,1730,351.6,,-1.8,9.74,unfollow
UCLK6ZL2YU1,llm-control,3,2,0,decline,1031.6,,,-11,0.27,unfollow
UCLK6ZL2YU1,llm-control,3,3,1,follow,1051.6,10,0.0095093191,9.5,7.34,follow
UCLK6ZL2YU1,llm-control,4,2,1,unfollow,1691.6,208.6,,-4.9,0.74,unfollow
UCLK6ZL2YU1,llm-control,5,1,0,decline,3029.83,,,-11,-1.31,unfollow
UCLK6ZL2YU1,llm-control,5,3,0,decline,3812.52,,,12,-2.85,follow
UCL5G98R8JI,llm-reasoning,1,1,1,follow,1000,50,0.05,1.8,-0.26,follow
UCL5G98R8JI,llm-reasoning,1,2,1,follow,950,556,0.5852631579,11,-6.03,follow
UCL5G98R8JI,llm-reasoning,1,3,1,follow,394,300,0.7614213198,1.3,2.16,follow
UCL5G98R8JI,llm-reasoning,2,1,1,follow,1094,500,0.4570383912,13,0.94,follow
UCL5G98R8JI,llm-reasoning,2,2,1,follow,594,500,0.8417508418,4.9,4.2,follow
UCL5G98R8JI,llm-reasoning,2,3,1,follow,94,90,0.9574468085,2.29,-1.76,follow
UCL5G98R8JI,llm-reasoning,3,1,1,unfollow,1004,51,,-1.8,-8.34,unfollow
UCL5G98R8JI,llm-reasoning,3,2,1,follow,1055,344,0.3260663507,9.5,4.93,follow
UCL5G98R8JI,llm-reasoning,3,3,1,follow,711,500,0.7032348805,12,2.83,follow
UCL5G98R8JI,llm-reasoning,4,1,1,unfollow,1211,94.17,,-1.27,-5.13,unfollow
UCL5G98R8JI,llm-reasoning,4,2,1,follow,1305.17,300,0.2298551147,0.95,-0.59,follow
UCL5G98R8JI,llm-reasoning,4,3,1,unfollow,1005.17,519.78,,-4.9,-10.4,unfollow
UCL5G98R8JI,llm-reasoning,5,2,1,unfollow,2524.95,532,,-11,-5.57,unfollow
UCL5G98R8JI,llm-reasoning,5,3,1,unfollow,3056.95,292.94,,-1.2,-3.01,unfollow
UCL5G98R8JI,llm-reasoning,5,4,1,unfollow,3349.89,342.78,,-11,2.56,unfollow
UCLGVXX8SZQ,llm-reasoning,1,1,1,follow,1000,200,0.2,1.3,1.27,follow
UCLGVXX8SZQ,llm-reasoning,1,2,1,follow,800,100,0.125,3,1.17,follow
UCLGVXX8SZQ,llm-reasoning,1,3,1,follow,700,600,0.8571428571,11,-4.25,follow
UCLGVXX8SZQ,llm-reasoning,1,4,0,decline,100,,,1.8,-7.16,follow
UCLGVXX8SZQ,llm-reasoning,2,1,1,follow,1100,200,0.1818181818,4.9,2.84,follow
UCLGVXX8SZQ,llm-reasoning,2,2,1,follow,900,200,0.2222222222,4.75,-9.9,follow
UCLGVXX8SZQ,llm-reasoning,2,3,1,follow,700,700,1,13,-4.09,follow
UCLGVXX8SZQ,llm-reasoning,3,2,1,follow,1000.6,1000,0.9994003598,12,2.01,follow
UCLGVXX8SZQ,llm-reasoning,3,4,1,follow,210.1,100,0.4759638267,9.5,3.15,follow
UCLGVXX8SZQ,llm-reasoning,4,1,0,decline,1110.1,,,0.95,10.87,follow
UCLGVXX8SZQ,llm-reasoning,4,2,1,unfollow,1110.1,207.91,,-4.9,1.61,unfollow
UCLGVXX8SZQ,llm-reasoning,4,4,1,follow,1318.01,300,0.2276158754,5,-11.06,follow
UCLGVXX8SZQ,llm-reasoning,5,2,1,unfollow,1018.01,2064,,-11,3.21,unfollow
UCL8PEWAHAG,llm-control,4,1,1,unfollow,3212.5,255.72,,-1.27,6.41,unfollow
UCLSPQP3TAQ,llm-control,1,1,0,decline,1020,,,1.3,5.41,follow
UCLSPQP3TAQ,llm-control,1,2,1,follow,1020,320,0.3137254902,11,-4.78,follow
UCLSPQP3TAQ,llm-control,1,3,1,follow,700,100,0.1428571429,1.8,11.7,follow
UCLSPQP3TAQ,llm-control,2,1,1,follow,1600,330,0.20625,13,-9.56,follow
UCLSPQP3TAQ,llm-control,2,2,1,follow,1171.8,300,0.256016385,2.29,-0.58,follow
UCLSPQP3TAQ,llm-control,2,3,1,follow,871.8,200,0.2294104152,4.75,6.35,follow
UCLSPQP3TAQ,llm-control,3,1,1,follow,1671.8,600,0.3588946046,12,7.62,follow
UCLSPQP3TAQ,llm-control,3,3,1,follow,1071.8,200,0.186601978,9.5,-7.49,follow
UCLSPQP3TAQ,llm-control,4,1,1,unfollow,2237.66,207.91,,-4.9,-8.3,unfollow
UCLSPQP3TAQ,llm-control,4,2,1,follow,2445.57,400,0.1635610512,5,-4.18,follow
UCLSPQP3TAQ,llm-control,5,2,1,unfollow,2644.86,638.4,,-11,2.81,unfollow
UCLJ7ODFWR7,llm-reasoning,1,1,0,decline,1000,,,1.3,-1.47,follow
UCLJ7ODFWR7,llm-reasoning,1,2,1,follow,1000,500,0.5,1.8,10.37,follow
UCLJ7ODFWR7,llm-reasoning,1,3,1,follow,500,200,0.4,3,2.87,follow
UCLJ7ODFWR7,llm-reasoning,1,4,1,follow,300,100,0.3333333333,11,-9.01,follow
UCLJ7ODFWR7,llm-reasoning,2,2,0,decline,900,,,2.29,-4.02,follow
UCLJ7ODFWR7,llm-reasoning,2,3,1,follow,800,350,0.4375,13,-0.46,follow
UCLJ7ODFWR7,llm-reasoning,2,4,1,follow,450,250,0.5555555556,4.9,6.56,follow
UCLJ7ODFWR7,llm-reasoning,3,1,1,follow,1150,400,0.347826087,12,-5,follow
UCLJ7ODFWR7,llm-reasoning,3,2,1,unfollow,750,160.02,,-1.8,-2.48,unfollow
UCLJ7ODFWR7,llm-reasoning,3,3,1,follow,910.02,150,0.1648315422,9.5,-4.53,follow
UCLJ7ODFWR7,llm-reasoning,3,4,1,unfollow,760.02,514.33,,-11,-1.3,unfollow
UCLJ7ODFWR7,llm-reasoning,4,1,1,unfollow,1974.35,259.89,,-4.9,13,unfollow
UCLJ7ODFWR7,llm-reasoning,4,3,1,unfollow,2234.24,300,,-1.27,-5.14,unfollow
UCLJ7ODFWR7,llm-reasoning,5,1,1,unfollow,3682.13,425.6,,-11,6.06,unfollow
UCLJ7ODFWR7,llm-reasoning,5,2,1,follow,4107.73,1000,0.243443459,12,4.28,follow
UCLYFQMGG1H,llm-control,1,1,1,follow,1000,600,0.6,1.3,9.87,follow
UCLYFQMGG1H,llm-control,1,2,1,follow,400,200,0.5,1.8,4.14,follow
UCLYFQMGG1H,llm-control,1,3,1,follow,200,200,1,3,13,follow
UCLYFQMGG1H,llm-control,2,1,0,decline,1000,,,4.75,0.76,follow
UCLYFQMGG1H,llm-control,2,2,0,decline,1000,,,2.29,-2.86,follow
UCLYFQMGG1H,llm-control,2,3,0,decline,1000,,,4.9,1.11,follow
UCLYFQMGG1H,llm-control,3,1,1,follow,2000,300,0.15,12,3.55,follow
UCLYFQMGG1H,llm-control,3,3,0,decline,1700,,,9.5,-3.6,follow
UCLYFQMGG1H,llm-control,3,4,0,decline,1700,,,-1.8,0.51,unfollow
UCLYFQMGG1H,llm-control,5,1,1,unfollow,2700,319.2,,-11,-2.87,unfollow
UCLYFQMGG1H,llm-control,5,3,0,decline,3019.2,,,-1.2,3.09,unfollow
UCLYFQMGG1H,llm-control,5,4,0,decline,3019.2,,,12,-1.98,follow
UCL0ZGVZV11,llm-control,1,1,1,follow,1020,500,0.4901960784,11,-2.05,follow
UCL0ZGVZV11,llm-control,1,2,1,follow,520,520,1,1.3,13,follow
UCL0ZGVZV11,llm-control,2,1,1,follow,1000,500,0.5,2.29,-1.5,follow
UCL0ZGVZV11,llm-control,2,2,1,follow,500,500,1,4.9,0.4,follow
UCL0ZGVZV11,llm-control,3,2,1,follow,1000,300,0.3,9.5,-2.32,follow
UCL0ZGVZV11,llm-control,3,3,1,follow,700,400,0.5714285714,12,-8.03,follow
UCL0ZGVZV11,llm-control,3,4,1,unfollow,300,571.65,,-11,-3.36,unfollow
UCL0ZGVZV11,llm-control,4,1,1,follow,1871.65,800,0.4274303422,0.95,-3.59,follow
UCL0ZGVZV11,llm-control,4,2,1,unfollow,1071.65,523.16,,-1.27,2.77,unfollow
UCL0ZGVZV11,llm-control,4,3,1,unfollow,1594.81,519.78,,-4.9,3.27,unfollow
UCL0ZGVZV11,llm-control,4,4,1,follow,2114.59,1000,0.472904913,5,10.06,follow
UCL0ZGVZV11,llm-control,5,1,1,unfollow,2114.59,507.75,,-1.2,10.73,unfollow
UCL0ZGVZV11,llm-control,5,2,1,unfollow,2622.34,298.94,,-11,-1.74,unfollow
UCL0ZGVZV11,llm-control,5,3,1,follow,2921.28,2000,0.6846313945,12,1.53,follow
UCL0ZGVZV11,llm-control,5,4,0,decline,921.28,,,-11,5.47,unfollow
UCLCEUS0U3T,llm-reasoning,1,1,1,follow,1000,200,0.2,1.8,8.05,follow
UCLCEUS0U3T,llm-reasoning,1,2,1,follow,800,400,0.5,3,-5.68,follow
UCLCEUS0U3T,llm-reasoning,1,3,1,follow,200,200,1,11,-1.4,follow
UCLCEUS0U3T,llm-reasoning,1,4,1,follow,600,600,1,1.3,-0.26,follow
UCLCEUS0U3T,llm-reasoning,2,1,1,follow,1000,1000,1,13,0.15,follow
UCLCEUS0U3T,llm-reasoning,2,3,1,follow,8.8,8,0.9090909091,4.75,-2.62,follow
UCLCEUS0U3T,llm-reasoning,3,1,1,unfollow,1000.8,824,,-11,7.1,unfollow
UCLCEUS0U3T,llm-reasoning,4,2,1,follow,1020,500,0.4901960784,5,-5.7,follow
UCLCEUS0U3T,llm-reasoning,4,4,1,unfollow,540,569.15,,-1.27,-4,unfollow
UCLCEUS0U3T,llm-reasoning,5,1,1,follow,50.75,50,0.9852216749,12,-2.23,follow
UCLRS30TB8T,llm-control,1,1,0,decline,1000,,,3,-1.08,follow
UCLRS30TB8T,llm-control,1,2,1,follow,1000,20,0.02,1.8,6.63,follow
UCLRS30TB8T,llm-control,1,3,0,decline,780,,,11,-6.64,follow
UCLRS30TB8T,llm-control,1,4,1,follow,580,50,0.0862068966,1.3,4.72,follow
UCLRS30TB8T,llm-control,2,1,1,follow,930,300,0.3225806452,2.29,0.79,follow
UCLRS30TB8T,llm-control,2,2,1,follow,630,100,0.1587301587,4.9,-7.8,follow
UCLRS30TB8T,llm-control,3,1,1,follow,30,20,0.6666666667,9.5,-2.41,follow
UCLRS30TB8T,llm-control,3,2,1,follow,10,10,1,12,-7.76,follow
UCLRS30TB8T,llm-control,3,3,1,unfollow,0,103,,-11,-6.62,unfollow
UCLRS30TB8T,llm-control,5,1,0,decline,3,,,-11,8.99,unfollow
UCLRS30TB8T,llm-control,5,3,0,decline,3,,,-11,-4.69,unfollow
UCLWFFUNV3X,llm-reasoning,1,1,1,follow,1000,200,0.2,3,-13,follow
UCLWFFUNV3X,llm-reasoning,1,2,1,follow,800,800,1,11,-6.29,follow
UCLWFFUNV3X,llm-reasoning,1,3,0,decline,0,,,1.8,-1.14,follow
UCLWFFUNV3X,llm-reasoning,2,1,1,follow,1000,200,0.2,4.9,2.63,follow
UCLWFFUNV3X,llm-reasoning,2,2,0,decline,800,,,4.75,6.91,follow
UCLWFFUNV3X,llm-reasoning,2,3,1,follow,800,600,0.75,13,-3.17,follow
UCLWFFUNV3X,llm-reasoning,2,4,1,follow,200,200,1,2.29,-1.95,follow
